audio_file|text|speaker_name
wavs/utt_0152.wav|Một điểm mình rất thích ở đây là trong quá trình design, Claw còn tự validate và tự bắt lỗi trước khi đưa mình kết quả cuối cùng.|female_1
wavs/utt_0043.wav|Hệ thống thiết kế hoàn chỉnh với màu, font, component và layout và lại còn chạy trên Opus,|female_1
wavs/utt_0118.wav|dời dạc và khó quản lý, mình biết nó thành một kế hoạch rõ ràng hơn.|female_1
wavs/utt_0010.wav|Trong video này, mình sẽ giới thiệu qua về Claw Design để mô xây dựng một design system hoàn chỉnh và dùng nó để thiết kế front-end trong một web app cũng như landing page tương ứng.|female_1
wavs/utt_0098.wav|Mình cũng sẽ đưa ra một ví dụ về construction technique ở đây là dùng negative space để xây dựng logo với mong muốn là ba logo sẽ có cấu trúc đa dạng hơn.|female_1
wavs/utt_0019.wav|còn Adobe cũng giảm hơn 1,5%, đủ hiểu nó đáng gồm cỡ nào.|female_1
wavs/utt_0014.wav|Đầu tiên, Claw Design là một sản phẩm từ Anthropic Labs cho phép bạn tạo ra landing page,|female_1
wavs/utt_0169.wav|size, hoặc font trực tiếp rồi lưu lại. Tất nhiên thì ở bản hiện tại mình thấy đã ổn rồi,|female_1
wavs/utt_0134.wav|giống như một checklist, rồi lần lượt build từng phần. Bình thường ở bước này thì Claw sẽ hỏi các bạn thêm một số câu hỏi để giúp hệ thống thiết kế rõ ràng hơn.|female_1
wavs/utt_0084.wav|layout, accent màu. Tất nhiên direction cũ này mình chắc chắn sẽ không dùng.|female_1
wavs/utt_0065.wav|Ví dụ với GoStack, đây là một app giúp mọi người lập kế hoạch cho những mục tiêu dài hạn như học một kỹ năng mới,|female_1
wavs/utt_0078.wav|Tất cả các prompt trong video ngày hôm nay mình sẽ để dưới phần mô tả cho các bạn nha.|female_1
wavs/utt_0099.wav|Rồi, về phần setting thì bên ChatGPT mình dùng GPT 5.0 để effort cao nhất,|female_1
wavs/utt_0123.wav|Nên nếu mọi người thử lần đầu chưa ra đúng ý thì đừng nản. Cứ xem output đầu tiên là direction để mình phản hồi tiếp thôi.|female_1
wavs/utt_0142.wav|Spacing, Icon Style và cách các thành phần trong giao diện nên được sắp xếp với nhau.|female_1
wavs/utt_0054.wav|Mình sẽ không chọn Template hay Plan Project mà bấm vào mục Design System rồi chọn Create.|female_1
wavs/utt_0079.wav|Xuống dưới đây là phần tùy chọn. Phần này dành cho những bạn đã có sẵn sản phẩm hoặc design system rồi.|female_1
wavs/utt_0109.wav|lại còn bị lệch tỷ lệ. Logo thứ 3 là direction mình thích nhất bên ChatGPT.|female_1
wavs/utt_0100.wav|còn Claw mình dùng Opus cũng để effort high. Bạn nào muốn tiết kiệm usage thì giảm effort xuống cũng được.|female_1
wavs/utt_0164.wav|và yêu cầu Claw Expand Mode cho cả Dark Mode. Sau tầm 5 phút thì Dark Mode đã hoàn thành.|female_1
wavs/utt_0135.wav|Nhưng mình nghĩ prompt của mình cũng khá là rõ ràng, nên Claw bắt tay vào việc luôn.|female_1
wavs/utt_0033.wav|Để hiểu đơn giản thì Design System giống như bộ DNA thương hiệu của bạn.|female_1
wavs/utt_0018.wav|Vào ngày Claw Design ra mắt thì cổ phiếu của Figma đã giảm khoảng 7%,|female_1
wavs/utt_0126.wav|Lưu ý là logo thôi chứ đừng thêm logo có wordmark nha.|female_1
wavs/utt_0162.wav|nên khá là đáng tiền. Ứng dụng của mình thì có Dark Mode,|female_1
wavs/utt_0167.wav|Các bạn có thể chọn một component bất kỳ và sửa ngay trong Canvas.|female_1
wavs/utt_0063.wav|Prom a day nên có khoảng 5 phần chính. Đầu tiên là tên của sản phẩm.|female_1
wavs/utt_0083.wav|Mình cho mọi người xem qua nha. Như các bạn đã thấy thì Claw đọc code và extract ra được design system hiện tại của app với đầy đủ màu,|female_1
wavs/utt_0116.wav|Còn logo thứ 2 là direction mình thích nhất. Các thanh ở phía trên đang lệch và chưa ổn định rồi dần dần trở nên thẳng hàng và có chất tự hơn ở phía dưới.|female_1
wavs/utt_0157.wav|chứ không chỉ nhìn một bảng thiết kế tĩnh, rất dễ hình dung.|female_1
wavs/utt_0072.wav|Vì càng nhét nhiều thông tin thì càng tốn input token mà chưa chắc kết quả đã tốt hơn.|female_1
wavs/utt_0027.wav|Claw Design chỉ available cho Pro, Max, Team hoặc Enterprise users và chỉ chạy trên web và desktop app.|female_1
wavs/utt_0176.wav|Dashboard và Roadmap. So với bản cũ thì giao diện này đã bớt hẳn cảm giác AI Slot và có bản sắc riêng hơn nhiều.|female_1
wavs/utt_0103.wav|Còn Claw tốn gần 10 phút và tốn usage hơn hẳn.|female_1
wavs/utt_0051.wav|Nếu để ý kỹ thì các bạn sẽ thấy nó dính đúng mấy dấu hiệu kinh điển của AI Slot như màu chủ đạo là indigo tím,|female_1
wavs/utt_0158.wav|Thêm một chức năng nữa mà các bạn nên thử là Feedback. Ở đây thì nếu component nào mà bạn chưa ưng thì bạn có thể sửa bằng cách miêu tả cái bạn muốn.|female_1
wavs/utt_0004.wav|một công cụ thiết kế bằng AI cực kỳ mạnh mẽ, giúp bạn xây dựng toàn bộ visual direction cho sản phẩm từ typography,|female_1
wavs/utt_0029.wav|nhưng trong lần cập nhật mới nhất thì usage của nó đã được gộp chung với Claw Chat và Claw Code,|female_1
wavs/utt_0175.wav|Ở đây thì các bạn có thể thấy homepage của GoStack, cùng những tab mình đã mô tả lúc nãy như Today,|female_1
wavs/utt_0041.wav|Và đó là lý do đây là bước quan trọng nhất trong cả quy trình. Tất nhiên cái gì tốt thì cũng có coi giá của nó.|female_1
wavs/utt_0115.wav|Logo thứ 3 hình mũ tên hoặc đỉnh núi nhưng nhìn chả rõ, và lại cũng không liên quan đến app cho lắm.|female_1
wavs/utt_0188.wav|Và mình cũng sẽ chia sẻ thêm mấy tip để website của bạn nhìn xịn như mấy brand lớn.|female_1
wavs/utt_0127.wav|Dưới phần note thì mình cũng sẽ thêm là Claw không nhất thiết phải theo đúng bảng màu của logo.|female_1
wavs/utt_0146.wav|Accent Color, rồi cả Visualization cho Timeline View.|female_1
wavs/utt_0111.wav|Lại còn gợi ấn tượng về một ứng dụng productivity slash planning.|female_1
wavs/utt_0168.wav|Như ở đây thì mình chọn phần chữ Display. Mình có thể thay đổi màu,|female_1
wavs/utt_0048.wav|Về mặt chức năng thì ứng dụng vẫn khá ổn. Có dashboard hiển thị từng mục tiêu và subtasks tương ứng.|female_1
wavs/utt_0130.wav|Sau đó mình bấm Generate. Qua đây, các bạn sẽ thấy màn hình chính của Claw Design.|female_1
wavs/utt_0122.wav|Cùng một prompt nhưng chạy lại ở các session khác là kết quả đã có thể khác rồi.|female_1
wavs/utt_0141.wav|Đây là phần đầu tiên là Visual Foundations. Đây là những quyết định nền tảng như Color Palette, Typography,|female_1
wavs/utt_0093.wav|Về phần prompt thì mình vẫn sẽ đi theo đúng structure lúc nãy, tên ứng dụng,|female_1
wavs/utt_0068.wav|Mình sẽ nhắc đến Weighted Subtasks, Gantt Timeline tự động cập nhật,|female_1
wavs/utt_0021.wav|mà nó tạo ra code thật, tức là HTML, CSS và JavaScript chạy được luôn.|female_1
wavs/utt_0125.wav|Rồi, giờ đã có logo, quay trở lại màn hình Claw Design. Mình sẽ thêm file logo lúc nãy vào.|female_1
wavs/utt_0077.wav|Còn bây giờ mình chỉ note đơn giản là mọi thứ. Chỉ là muốn phong cách nhẹ nhàng, calm và minimal thôi.|female_1
wavs/utt_0009.wav|Đây là video tiếp theo trong series hướng dẫn ứng dụng AI agent của mình.|female_1
wavs/utt_0082.wav|Trước đấy thì mình đã gắn link repo của Project GoStack ở đoạn design system.|female_1
wavs/utt_0156.wav|Form Field, Cart hoặc Timeline để xem component đó hoạt động thế nào,|female_1
wavs/utt_0089.wav|Thay vì vậy, mình khuyên các bạn nên tạo logo riêng trước bằng Claw Chat hoặc ChatGPT,|female_1
wavs/utt_0034.wav|Nó là những bộ quy tắc thiết kế mà Claw sẽ tuân thủ mỗi khi tạo ra bất cứ thứ gì.|female_1
wavs/utt_0085.wav|Mình chỉ muốn cho mọi người thấy nếu đã có sẵn repo thì Claw design có thể tận dụng lại được từ mức nào thôi.|female_1
wavs/utt_0178.wav|tick hoàn thành task, mở Dashboard và Roadmap để track tiến độ,|female_1
wavs/utt_0045.wav|Sau đó, hệ thống thiết kế này sẽ có thể ứng dụng vào các sản phẩm trong hệ sinh thái của dự án đó như landing page,|female_1
wavs/utt_0047.wav|Nếu các bạn nhớ thì ở video trước, mình đã xây dựng một productivity web app đơn giản tên là GoStack.|female_1
wavs/utt_0131.wav|Bên trái sẽ là cửa sổ chat như thường, còn bên phải là Canvas.|female_1
wavs/utt_0046.wav|slide, post quảng cáo. Rồi, giờ các bạn hãy cùng mình tạo một Design System nha.|female_1
wavs/utt_0106.wav|Sau đó thì đây là 3 logo mà ChatGPT đưa ra. Mỗi cái thì nó liệt kê đầy đủ logo,|female_1
wavs/utt_0081.wav|upload file Figma, hoặc thêm các asset như font, logo và hình ảnh.|female_1
wavs/utt_0133.wav|Claw đã lên kế hoạch và chia tasks thành khoảng 9 hạng mục khác nhau,|female_1
wavs/utt_0155.wav|Mỗi component ở đây đều có thể tương tác được, các bạn có thể bấm vào Button,|female_1
wavs/utt_0149.wav|gợi cảm giác editorial nhẹ nhàng, hợp với app,|female_1
wavs/utt_0025.wav|code là để lập trình, còn Design là nơi bạn làm việc trực quan trên Canvas.|female_1
wavs/utt_0172.wav|cực tiện cho ai thích customization. Cuối cùng thì đây là thành phẩm.|female_1
wavs/utt_0165.wav|Trước khi mình cho các bạn xem thành phẩm cuối cùng thì mình muốn chia sẻ với các bạn thêm một tip nữa.|female_1
wavs/utt_0074.wav|Với GoStack thì mình sẽ dùng câu Transform Chaos into Clarity.|female_1
wavs/utt_0058.wav|ví dụ như một thư hiện component riêng. Ở cách này thì các bạn chỉ cần mở ứng dụng trong VS Code rồi chạy lệnh forward slash design sync Claw sẽ tự động đọc Token và React Components trong dự án của|female_1
wavs/utt_0144.wav|Components, Spacing và Type đều là những phần chính một design system cần có mà mình nhắc đến ở đầu video.|female_1
wavs/utt_0017.wav|Chính vì vậy, nó có thể hiểu được ngữ cảnh và yêu cầu thiết kế phức tạp.|female_1
wavs/utt_0049.wav|Có cả timeline view và roadmap đầy đủ để người dùng có thể theo dõi tiến độ.|female_1
wavs/utt_0092.wav|Tip này thì đặc biệt phù hợp với các bạn pro users nha. Tất nhiên mỗi model sẽ cho ra một kết quả khác nhau nên hôm nay mình sẽ demo cả hai cùng một prompt để các bạn thấy sự khác biệt.|female_1
wavs/utt_0075.wav|Và cuối cùng các bạn có thể thêm bất kỳ design note nào để Claw design tùy chỉnh theo ý mình.|female_1
wavs/utt_0020.wav|Thêm một điểm đặc biệt nữa là Claw Design không chỉ generate ảnh tĩnh,|female_1
wavs/utt_0096.wav|Sau này đưa vào app, website, favicon hay slide đều tiện hơn rất nhiều.|female_1
wavs/utt_0031.wav|trong video ngày hôm nay mình sẽ chia sẻ các tips để tối hưu quá usage cho mọi người.|female_1
wavs/utt_0137.wav|nhưng nó lâu hơn nhiều. Tới đây thì session usage của mình đã tầm 23%.|female_1
wavs/utt_0117.wav|Nó diễn tả khá đúng tinh thần của code stack. Từ một mục tiêu lớn,|female_1
wavs/utt_0011.wav|Sau đó là cách kết hợp Claw Design với Claw Code. Và cuối cùng là nói về những giới hạn của Claw Design.|female_1
wavs/utt_0067.wav|Tiếp theo là đối tượng người dùng, sau đó là một vài tính năng chính.|female_1
wavs/utt_0088.wav|Vậy nên mình sẽ tạo một logo mới. Tạo logo trực tiếp trong Claw design thì khá tốn usage vì mỗi lần generate nó phải dựng cả một giao diện hoàn chế.|female_1
wavs/utt_0091.wav|Như vậy, mình vừa đỡ tốn usage, vừa không bị mất công build cả một design system xong rồi mình nhận ra logo không ổn.|female_1
wavs/utt_0024.wav|khác với Claw Chat hay Claw Code. Để hiểu đơn giản thì chat là để trò chuyện,|female_1
wavs/utt_0097.wav|Và nếu cần chỉnh sửa thì mình cũng dễ edit lại trong Figma hoặc Illustrator hơn.|female_1
wavs/utt_0174.wav|Giao diện vừa tạm để các bạn hình dung được end product sẽ trông như thế nào.|female_1
wavs/utt_0182.wav|Rồi, tới đây là mình đã có một Design System hoàn chỉnh dành cho GoStack,|female_1
wavs/utt_0086.wav|Trước khi tiếp tục thì mình muốn nói về logo. Hiện tại, GoStack đã có sẵn logo nhưng nhìn vẫn khá generic,|female_1
wavs/utt_0181.wav|nên mình sẽ publish Design System này. Lưu ý là có publish thì mới tái sử dụng được cho mấy tác vụ sau như landing page nha.|female_1
wavs/utt_0039.wav|Chính Anthropic cũng thừa nhận điều này trong tài liệu của họ.|female_1
wavs/utt_0160.wav|nên mình sẽ đưa feedback cho Claw sửa. Thực ra đưa feedback cho Design System cũng là một cách có một tác vụ khá tồn usage,|female_1
wavs/utt_0087.wav|chưa thực sự có ý nghĩa và cũng không phù hợp với direction mà mình muốn xây cho app.|female_1
wavs/utt_0177.wav|Các interaction chính cũng được replicate khá đầy đủ, như là tạo Go mới,|female_1
wavs/utt_0040.wav|Còn khi có Design System rồi thì AI buộc phải làm đúng theo quy tắc thiết kế mà bạn đã đặt ra giống như một bản hợp đồng vậy.|female_1
wavs/utt_0001.wav|nhìn phát là nhận ra ngay không? Lý do là vì khi làm việc với AI agent,|female_1
wavs/utt_0071.wav|Không cần viết quá dài hoặc giải thích từng feature quá chi tiết.|female_1
wavs/utt_0150.wav|chứng tỏ Claw đã thực sự hiểu hướng thiết kế mình muốn. Cùng với tinh thần đó thì về bảng màu,|female_1
wavs/utt_0114.wav|Nhưng đổi lại thì nó hơi an toàn quá. Logo 1 là các thanh xếp gợi hình ảnh cầu thang hay các level xếp lên nhau dù đúng tinh thần mà lại hơi cliché.|female_1
wavs/utt_0056.wav|Cũng là cách mình sẽ hướng dẫn các bạn trong ngày hôm nay. Cách thứ 2,|female_1
wavs/utt_0107.wav|wordmark, bảng màu và ý nghĩa. Điểm mình thích ở đây là các direction nhìn có personality,|female_1
wavs/utt_0180.wav|dark mode toggle mình yêu cầu lúc nãy cũng có ở đây. Thành phẩm mình thấy rất là đẹp và hợp lý rồi,|female_1
wavs/utt_0166.wav|Claw Design hỗ trợ chức năng Edit Inline. Ở đây thì bạn nào biết chút về CSS thì sẽ cực hữu dụng.|female_1
wavs/utt_0050.wav|Nhưng về mặt thiết kế thì nó đang rất generic vì hồi xây dựng mình không đưa cho Claw định hướng thiết kế cụ thể nào cả.|female_1
wavs/utt_0143.wav|Kéo xuống nữa thì các bạn sẽ thấy Claw đi vào những phần cụ thể hơn như màu sắc,|female_1
wavs/utt_0187.wav|rồi tạo cả slide thuyết chỉnh slash pitch deck, sau đó là các kết hợp Claw Code và Claw Design để thiết kế giao diện cho ứng dụng.|female_1
wavs/utt_0154.wav|nhìn không đẹp, nó tự phát hiện rồi sửa nên dầu thanh Timeline nhìn rất thuận mắt.|female_1
wavs/utt_0129.wav|phù hợp với thương hiệu, và use case của ứng dụng hơn, và mình không muốn giới hạn nó.|female_1
wavs/utt_0059.wav|bạn. À mà trước khi build, các bạn hãy để ý phần Current Session Usage của mình hiện tại đang là 0% để lát các bạn có thể thấy phần tạo Design System tốn bao nhiêu Usage.|female_1
wavs/utt_0055.wav|Ở đây thì các bạn có 2 chế độ. Cách đầu tiên thì cho phép bạn tạo trực tiếp trên Claw Design.|female_1
wavs/utt_0023.wav|bấm vào tương tác được và deploy lên web được luôn. Claw Design là một sản phẩm riêng biệt,|female_1
wavs/utt_0007.wav|mà ngay cả người mới bắt đầu cũng có thể dễ dàng làm theo. Xin chào các bạn,|female_1
wavs/utt_0008.wav|mình là Jen, một data scientist tăng sinh sống và làm việc tại Úc.|female_1
wavs/utt_0108.wav|sáng tạo và bớt generic. Logo 1 và 2 thì mình thấy không liên quan cho lắm,|female_1
wavs/utt_0151.wav|Claw chọn Spruce, một tông green teal trầm, còn Accent là Amber.|female_1
wavs/utt_0022.wav|Nên cái bạn thấy không phải là một cái ảnh, mà là một giao diện,|female_1
wavs/utt_0139.wav|Phần đầu tiên là Contexts và Content Fundamentals. Phần này đơn giản là Claw tóm tắt lại GoStack là app gì,|female_1
wavs/utt_0173.wav|Với mỗi Design System, Claw còn dựng luôn demo app với bộ quy tắc thiết kế.|female_1
wavs/utt_0026.wav|Lát nữa thì các bạn sẽ thấy cả ba kết nối với nhau như thế nào. Hiện nay,|female_1
wavs/utt_0035.wav|Design System định nghĩa sẵn những yếu tố cốt lõi của thương hiệu như bảng màu,|female_1
wavs/utt_0057.wav|Create using Claw Code dành cho các bạn đã có sẵn Design System bài bản trong dự án,|female_1
wavs/utt_0062.wav|Để Claw hiểu đúng sản phẩm và build ra Design System sát với nhu cầu của mình nhất,|female_1
wavs/utt_0070.wav|Mọi người lưu ý là phần này chỉ cần đủ để Claw hiểu Product Contacts.|female_1
wavs/utt_0006.wav|hôm nay mình sẽ hướng dẫn cho các bạn cách sử dụng Claw Design từ A đến Z,|female_1
wavs/utt_0028.wav|Về usage thì trước đây Anthropic có một giới hạn usage riêng dành cho Claw Design mỗi tuần,|female_1
wavs/utt_0163.wav|mà nãy mình quên chưa specify nên mình dùng cửa sổ chat bên trái,|female_1
